link,likes,comment_counts,dates,captions,type_posts,username
https://www.instagram.com/p/B6wkpiVARVE/,13238,70,1577842906,"Welcome 2020 🙏🏻🎆🙏🏻
•
Goodbye 2019, Hello 2020 ✌🏻
Please be nice to me and the people I love and care for. 🙏🏻❤️",GraphVideo,kimkurniawan
https://www.instagram.com/p/B6uMDoeArQe/,9544,49,1577762910,"✂️ @kim.barberpassion ✂️
•
Terima kasih Tuhan untuk 2019 🙏🏻
Tahun yang begitu naik turun tetapi juga tahun dengan akhir yang begitu manis. 😊
•
@kim.barberpassion terlahir di tahun ini, terima kasih untuk seluruh team, semua customer2 dan semua yang terlibat dalam project ini yang akan memasuki ke tahap berikutnya pada 2020! ✂️
Mohon doa dan dukungannya 🙏🏻",GraphVideo,kimkurniawan
https://www.instagram.com/p/B6seJr-ABkw/,33204,369,1577706454,"•
🙏🏻 Dalam Nama Tuhan Jesus 🙏🏻
•
The next step is done, we are officially engaged and ready to get married soon! @elisaanovia 💍❤️
•
Puji Tuhan acara tunangan kemarin berjalan lancar tanpa kendala, terima kasih semua pihak yang terlibat untuk membikin tunangan kami unforgettable! 🙏🏻
•

Suit by @tux.byerikluo 🥼
Organized by @vittoria_organizer 🧠
Photo & Video by @cumicumistudio 📸🎥
Venue @novotelmanado 📍
Make Up by @megaahhh @evamon @evamonteam 💄
Hair @ginoalfianhair 💆🏼
Dress by @shellanatasia 👗
•
•
#Engagement #Blessed #Godisgood #KimElisaForever",GraphVideo,kimkurniawan
https://www.instagram.com/p/B6ha3YegAw6/,6142,32,1577334408,"Dan team @kim.barberpassion juga mengucapkan Merry Christmas and a beautiful holiday time with your family & loved ones! 🙏🏻🎄❤️
•
Sebagai hadiah natal untuk customer loyal kita hari ini tgl 26 Desember seluruh treatment ""The Signature"" & ""The Ultimate"" diskon 30%! 🤩👌🏻
Secepatnya bikin booking sekarang juga untuk menghindari antrian yang lama. 
Cek 👉🏻 @kim.barberpassion untuk info bookingan.
•
•
Selain ini ada kita juga mau bagi2 voucher gratis @kim.barberpassion untuk 5 orang pemenang dan 1 orang pemenang dapat free coloring. 
Pertanyaan : 
Dimana alamat Kim Kurniawan’s Barber Passion? 🤔
Daaaaan kalau menang rambutnya ingin diwarnain warna apa? 😅
•
Jawab sebanyak2nya dan tag sebanyak2nya teman kamu. 😜👍🏻",GraphImage,kimkurniawan
https://www.instagram.com/p/B6fgaaUgzii/,67444,135,1577270207,"Merry Christmas from Manado! 🙏🏻🎄❤️
•
Semoga Tuhan Jesus selalu memberkati kita semua, doa terbaikku untuk semuanya. 🙏🏻",GraphImage,kimkurniawan
https://www.instagram.com/p/B6fPQqTAHl-/,6355,15,1577261214,"Team @kk23limited mengucapkan Merry Christmas! 🙏🏻🎄❤️
•
Semoga kesempurnaan Jesus Christus, kasih dan berkat-nya menyertaimu sekeluarga di hari suci dan selamanya. 🙏🏻
•
Kabar gembira untuk semuanya...@kk23limited akan ada diskon 80% selama tgl 25 & tgl 26 Desember 2019.
Dan untuk 3 orang beruntung ada free item pilihan @kk23limited - comment saja pengalaman terbaikmu selama 2019 dan dapat kesempatan untuk memenangkan free item dari @kk23limited. 👌🏻🙏🏻",GraphImage,kimkurniawan
https://www.instagram.com/p/B6e1OVyAseZ/,63737,163,1577247564,"#Throwback to @persib_official x @jblindonesia Event at Paskal 23. 🎧
•
Thank You JBL, barang keren, berkualitas tinggi & suaranya juara! 👌🏻",GraphSidecar,kimkurniawan
https://www.instagram.com/p/B6cNYp6gBOF/,8319,38,1577159568,"Jingle Bell, Jingle Bell, Jingle all the way! 🎄
How much fun it is to play Mobile Legends with me! 📱
Selama Natal ini, @realmobilelegendsid akan memiliki Skin Claude Natal baru❗
Dan saya juga akan melakukan giveaway di sini untuk 5 pemain pertama yang beruntung, redeem code ada di bawah:
👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻
2b9mm2w8s67x225rf
3mz8e6ttda7u225rf
7cskcgjfbffm225rf
cqgj7vn3c8rh225rf
j4smsdrcdemn225rf
•
Jadi tunggu apa lagi? 🤔
Ayo download Mobile Legends Bang Bang di sini: http://bit.ly/MLBBKIM
Dapatkan Skinnya dan mainkan bersama saya!
•
#SportGala2019 #MLBBxSEAGAMES2019 #MLBBSportGala #MLBBSportGala2019 #SportGala
#mobilelegends #mobilelegendsbangbang #mobilelegend #mobilelegendbangbang #mobilelegendsindonesia #mobilelegendindonesia #mobilelegendsid #mobilelegendid #mlbb #mlindonesia #mlid",GraphSidecar,kimkurniawan
https://www.instagram.com/p/B6afxkqgtAC/,193899,2613,1577102101,"❗HARIONO❗
Pas pertama saya masuk Persib Hariono adalah salah satu pemain yang menerima saya dengan sangat baik.
Terlihat ganas di lapangan saya dapat kenal Hariono sebagai sosok yang baik hati, ramah dan suportif.
Selain itu tanpa mengurangi hormat kepada pemain2 lainnya Hariono adalah partner terbaikku selama saya bermain bola. 
Pemahaman sesama karakter membuat saya begitu muda menjalankan tugas saya di lapangan. Saya bisa bermain lepas dan berani ambil risiko karena saya tahu kalau kehilangan bola masih ada Hariono untuk merebut kembali.
•
Musim 2019 ini tidak gampang buat kami berdua, kami tidak terlalu sering menjadi pilihan utama dan sayangnya jarang berduet. Disamping itu saya selalu ikut sedih kalau Hariono tidak bermain atau terlihat kecewa.
Dengar kabar bahwa Hariono harus tinggalkan kami benar2 membuat hati saya dan para pemain2 lainnya patah dan menangis.
Kemarin sebelum pertandingan saya berdoa untuk Hariono biar bisa mencetak goal kembali seperti dulu lawan Perseru Serui dan Tuhan mendengar doaku - Hariono bisa membuktikan bahwa waktunya Hariono belum habis.
•
Semoga sukses di tantangan baru, Hariono dan seperti kemarin dan tadi saya katakan semoga suatu saat kita bisa kembali bermain sebagai partner di lapangan hijau.
Terima kasih banyak Har selalu baik sama saya, dukungan kamu di setiap pertandingan sangat berarti bagiku karena kamu adalah idola terbaik selama saya membela Persib Bandung. 
Dimanapun kamu berada saya akan selalu mendukungmu! 🙏🏻❤️
@gondronghariono",GraphSidecar,kimkurniawan
https://www.instagram.com/p/B6R7oY8AZ-x/,22629,50,1576814715,"Suka multitasking banyak aplikasi sekaligus? 🤔
#OPPOReno2F dengan kapasitas RAM 8GB dan ROM 128GB akan memastikan harimu lancar tanpa lagging. 👌🏻🤩
•
Cek spesifikasi dan promo di @oppoindonesia 📱",GraphImage,kimkurniawan
https://www.instagram.com/p/B6PWnG6gogf/,20532,44,1576728197,"Did You Know?
•
Here are some very interesting @bundesliga_en Facts❗
•
How about the atmosphere in the stadiums all around Germany?
With a stadium occupancy of 91% the @bundesliga_en is one of the leagues with the highest attendence worldwide! 🏟️
This season @fcbayern & @unionberlin even have 100% occupancy followed by @scfreiburg with 99.9% and @bvb with 99.8% - packed stadiums every single game! 👌🏻
•
Watch Bundesliga on @foxsportsasia and you will feel the atmosphere at home! Promise.
#FootballAsItsMeantToBe",GraphImage,kimkurniawan
https://www.instagram.com/p/B6Kl4b1AjEK/,16978,39,1576568432,"Maksimalkan harimu dengan #OPPOReno2F! 📱
•
Baterai besar 4.000 mAh dengan VOOC Flash Charge 3.0, akan membuat Anda tenang menjalankan hari tanpa kehabisan baterai⚡🔋
•
Be productive with @OPPOIndonesia! ✅",GraphImage,kimkurniawan
https://www.instagram.com/p/B6GIcEMAsip/,37437,101,1576418777,"19 more days until the big day!💍❤️
❤️ @elisaanovia ❤️
•
•
Throwback to our beautiful Pre-Wedding Photoshoot in Bromo! ⛰️
👇🏻
Organized by @legacyorganizer 🧠
Photo by @houseofphotographers 📸
Suit by @austeenformalwear 👔
Dress by @shellanatasia 👗
Video by @orcavideoart 🎥
MUA by @ratna4beauty💄",GraphSidecar,kimkurniawan
https://www.instagram.com/p/B6CrdaOAnoy/,9997,16,1576302920,"Terima kasih kepada para Hero yang telah membuat kami bangga dengan mendapatkan medali MLBB pertama untuk Indonesia di SEA Games ke-30! 🙏🏻
Ayo kita rayakan dan dukung terus E-Sport di Indonesia untuk menjadikannya lebih besar serta penuh dengan prestasi!
•
Selama musim ini, @realmobilelegendsid akan memberikan Hero gratis untuk Kamu! 😲
Cukup login pada tanggal 14 Desember untuk mendapatkan kartu Heronya yaa! 🤩
•
Jadi tunggu apa lagi?
👇🏻
Ayo download Mobile Legends Bang Bang di sini: http://bit.ly/MLBBKIM
Dapatkan Heronya dan mainkan bersama saya!
•
•
#SportGala2019 #MLBBxSEAGAMES2019 #MLBBSportGala #MLBBSportGala2019 #SportGala
#mobilelegends #mobilelegendsbangbang #mobilelegend #mobilelegendbangbang #mobilelegendsindonesia #mobilelegendindonesia #mobilelegendsid #mobilelegendid #mlbb #mlindonesia #mlid",GraphSidecar,kimkurniawan
https://www.instagram.com/p/B6ACMzoA_Zu/,57825,308,1576214180,"22 more days until the big day! 😍💍❤️
❤️ @elisaanovia ❤️
•
•
Throwback to our beautiful Pre-Wedding Photoshoot in Bromo! ⛰️
👇🏻
Organized by @legacyorganizer 🧠
Photo by @houseofphotographers 📸
Suit by @austeenformalwear 👔
Dress by @shellanatasia 👗
Video by @orcavideoart 🎥
MUA by @ratna4beauty💄",GraphSidecar,kimkurniawan
https://www.instagram.com/p/B54xQ2XAynN/,11490,37,1575970419,"Did You Know? 
Here are some very interesting @bundesliga_en facts❗
•
Let's talk about a very important factor in current football - the developing of youth!
The Bundesliga has the youngest average age of players on the pitch with 26.2 years. Younger than any other top league around the world!
Besides that the @bundesliga_en has invested enormous 1.4 Billion € in developing infrastructure for projects like academies or training programs.
•
Looks like the future of german football is settled. 😅😉
•
Who is your favorite young player?
#FootballAsItsMeantToBe
@foxsportsasia
•
•
•
•
Mari kita bicara tentang faktor yang sangat penting dalam sepakbola saat ini - perkembangan anak muda!
Bundesliga memiliki usia rata-rata pemain termuda di lapangan dengan 26,2 tahun.
Lebih muda dari liga top lainnya di seluruh dunia! 👍🏻
•
Selain itu @bundesliga_en telah menginvestasikan dana yang sangat besar 1,4 Miliar € untuk mengembangkan infrastruktur untuk proyek-proyek seperti akademi atau program pelatihan.
•
Sepertinya masa depan sepakbola Jerman sudah siap. 😅😉
•
 Siapa pemain muda favorit kalian? 🤔",GraphImage,kimkurniawan
https://www.instagram.com/p/B5zzWp5gYPP/,11817,36,1575803743,"Menuju tahun 2020, apakah kalian sudah mempunyai resolusi tahun baru? 🤔
•
Kini 👉🏻 #SaatnyaGerakkanMaumu untuk sambut tahun baru! 🎆
Let's #UnboxYour2020❗
•
Nantikan kejutan dari @OPPOIndonesia yang akan hidupkan passion terpendammu! 😉",GraphImage,kimkurniawan
https://www.instagram.com/p/B5w5pGuAV4J/,32639,116,1575706377,"Did You Know? 
Here are some very interesting @bundesliga_en Facts❗
•
What about Asians playing in the highest league in German, the @bundesliga_en?
Currently 9 asian stars are playing in the Bundesliga, which makes it interesting for others to follow. 
Germany was also the country with the most Asian players playing in the last AFC Asia Cup.
•
Let's hope also someday also more indonesian players can make their debut in the @bundesliga_en. 🙏🏻👍🏻
•
#FootballAsItsMeantToBe
Watch @fcbayern against @borussia on @foxsportsasia tonight! 📺",GraphImage,kimkurniawan
